-530.6,-324.2,-178.4,-37.8,-83.2,-150.1
493.2,423.9,-194.6,-73.1,134.7,117.5
-181.2,-91.1,221.6,194.3,-7.8,-66.6
-172.9,-58.2,108.2,114.1,26.0,-89.5
504.4,101.0,11.3,-23.2,180.4,-15.8
204.5,87.7,29.5,55.4,184.8,-104.5
-42.3,20.1,15.6,41.2,75.5,-81.5
85.2,74.0,41.4,-12.4,179.4,-135.2
47.4,7.9,78.7,176.6,25.4,-10.7
-53.1,2.5,-36.0,-33.5,31.5,-44.7
146.7,50.4,23.9,31.9,113.9,-60.1
-32.3,-62.2,21.9,21.7,21.3,-47.7
40.4,62.2,-27.5,-70.4,58.3,-30.0
43.7,66.8,-428.0,-416.3,71.8,-41.3
-19.5,16.9,101.2,291.5,73.7,-74.2
-515.3,-94.5,-72.8,-8.6,-33.3,-132.5
535.5,335.2,-27.4,-94.7,291.5,-53.0
-210.3,-8.9,133.5,373.2,-4.6,-55.2
-215.3,-86.2,165.0,32.4,-24.9,-57.6
533.4,144.9,4.1,38.3,283.0,-99.2
258.1,52.6,17.3,29.8,123.4,-39.4
-28.3,49.4,43.5,51.5,140.9,-134.6
13.8,1.7,-32.7,10.4,44.8,-40.6
24.2,26.7,116.8,130.9,87.1,-72.6
-38.3,39.0,-35.4,-113.9,100.3,-100.4
349.5,143.8,20.8,17.8,121.2,13.5
-175.9,-33.6,11.8,4.8,-41.2,-16.0
55.1,29.2,-15.4,-36.9,38.6,-15.0
86.7,55.5,-109.1,-238.7,167.2,-127.7
-163.9,8.9,233.2,388.3,7.9,-49.6
-423.0,-244.1,-101.3,-18.3,-55.8,-127.3
413.9,331.9,-77.4,-137.2,186.0,18.7
-162.2,-110.2,102.8,90.6,11.5,-86.4
-161.8,-72.3,86.3,53.4,13.2,-77.3
431.8,269.9,87.2,2.9,258.8,-66.5
233.0,105.9,-2.1,15.1,121.4,-28.4
-54.1,-3.3,-18.8,2.3,-0.4,-14.4
38.5,38.8,44.5,9.5,102.0,-80.7
23.5,18.6,180.2,156.9,41.1,-29.8
-23.7,41.4,-29.3,-36.4,123.1,-117.4
299.6,178.8,35.0,46.7,164.6,-33.3
-129.9,-9.2,23.0,31.7,12.3,-50.7
53.3,49.1,-12.2,-30.8,17.6,11.2
69.9,48.4,-77.6,-237.1,85.2,-52.4
-115.8,28.4,211.7,68.1,69.9,-93.8
-485.6,-98.1,-33.5,-99.8,-94.8,-63.4
431.0,138.7,-190.2,-67.6,136.9,18.1
-157.7,-1.5,294.9,292.0,26.9,-70.6
-166.9,-27.8,41.1,0.7,-10.3,-42.2
449.3,295.4,26.7,84.2,211.4,-6.7
229.5,54.1,3.3,-18.1,88.8,-12.1
-36.6,-22.0,-0.0,-2.4,7.5,-24.1
6.3,33.1,21.6,122.9,64.9,-54.5
-0.3,36.8,83.0,43.5,37.8,-27.9
-5.9,21.1,-55.9,22.0,132.7,-128.1
358.1,50.1,10.6,13.2,107.7,3.7
-149.0,21.7,42.6,42.8,59.3,-93.2
73.3,51.1,-73.6,19.0,132.0,-98.2
81.6,62.7,-231.2,-698.6,165.8,-125.6
-156.1,19.3,155.8,564.8,30.5,-67.0
-547.0,-211.4,-93.9,-56.0,-92.4,-114.0
539.1,383.1,25.4,-149.1,294.1,-40.6
-182.6,-106.4,140.2,584.0,89.7,-169.5
